mmsi,v_name,v_class,v_callsign,v_imo,v_flag,v_system,v_mmsi,v_source
220584000,MAERSK TRADER,Anchor handling vessel,OXRO2,9388596,Denmark,AIS Marine Traffic,220584000,MarrineTraffic
220587000,MAERSK TRIMMER,Anchor handling vessel,OYGO2,9388625,Denmark,AIS Marine Traffic,220587000,MarrineTraffic
220588000,MAERSK TRACKER,Anchor handling vessel,OYGP2,9388637,Denmark,AIS Marine Traffic,220588000,MarrineTraffic
220591000,MAERSK TRAVELLER,Anchor handling vessel,OYGV2,9388663,Denmark,AIS Marine Traffic,220591000,MarrineTraffic
220592000,MAERSK TERRIER,Anchor handling vessel,OYGW2,9413468,Denmark,AIS Marine Traffic,220592000,MarrineTraffic
226278000,BOURBON ARCADIE,Anchor handling vessel,FNPO,9390056,France,AIS Marine Traffic,226278000,MarrineTraffic
228016700,BOURBON LIBERTY 212,Anchor handling vessel,FICE,9553464,France,AIS Marine Traffic,228016700,MarrineTraffic
228022700,BOURBON LIBERTY 207,Anchor handling vessel,FIDK,9513543,France,AIS Marine Traffic,228022700,MarrineTraffic
228022800,BOURBON LIBERTY 223,Anchor handling vessel,FIDN,9568392,France,AIS Marine Traffic,228022800,MarrineTraffic
228050000,ULYSSE,Anchor handling vessel,FNUL,9175652,France,AIS Marine Traffic,228050000,MarrineTraffic
228321900,BOURBON ALEXANDRE,Anchor handling vessel,FMGT,9320934,France,AIS Marine Traffic,228321900,MarrineTraffic
228322600,BOURBON ASTYANAX,Anchor handling vessel,FMGV,9340403,France,AIS Marine Traffic,228322600,MarrineTraffic
228325900,BOURBON SAGITTA,Anchor handling vessel,FMLG,9372705,France,AIS Marine Traffic,228325900,MarrineTraffic
228326600,BOURBON THALIE,Anchor handling vessel,FMJG,9351206,France,AIS Marine Traffic,228326600,MarrineTraffic
228326700,BOURBON THEMIS,Anchor handling vessel,FMJF,9351191,France,AIS Marine Traffic,228326700,MarrineTraffic
228327700,LUZOLO,Anchor handling vessel,FVGR,9281970,France,AIS Marine Traffic,228327700,MarrineTraffic
232004490,MAERSK SUPPORTER,Anchor handling vessel,MYNR7,9169471,United Kingdom,AIS Marine Traffic,232004490,MarrineTraffic
232444000,MAERSK SHIPPER,Anchor handling vessel,MYOM6,9169483,United Kingdom,AIS Marine Traffic,232444000,MarrineTraffic
232808000,MAERSK SERVER,Anchor handling vessel,MZNM6,9191371,United Kingdom,AIS Marine Traffic,232808000,MarrineTraffic
233940000,FAR SKY,Anchor handling vessel,MVJC4,9002817,United Kingdom,AIS Marine Traffic,233940000,MarrineTraffic
233941000,NORMAND PROGRESS,Anchor handling vessel,MZXB5,9181510,United Kingdom,AIS Marine Traffic,233941000,MarrineTraffic
235011040,FAR STREAM,Anchor handling vessel,MMLC4,9346081,United Kingdom,AIS Marine Traffic,235011040,MarrineTraffic
235050049,FAR SOUND,Anchor handling vessel,MANU,9348259,United Kingdom,AIS Marine Traffic,235050049,MarrineTraffic
235062675,FAR SABRE,Anchor handling vessel,2ASV8,9388962,United Kingdom,AIS Marine Traffic,235062675,MarrineTraffic
235067338,FAR SCIMITAR,Anchor handling vessel,2BMB4,9409651,United Kingdom,AIS Marine Traffic,235067338,MarrineTraffic
235075027,FAR SAGARIS,Anchor handling vessel,2CQX9,9417828,United Kingdom,AIS Marine Traffic,235075027,MarrineTraffic
235435000,FAR SALTIRE,Anchor handling vessel,VSSG4,9239757,United Kingdom,AIS Marine Traffic,235435000,MarrineTraffic
235465000,MAERSK HANDLER,Anchor handling vessel,VSVV9,9246724,United Kingdom,AIS Marine Traffic,235465000,MarrineTraffic
235490000,MAERSK HELPER,Anchor handling vessel,ZIOI3,9246736,United Kingdom,AIS Marine Traffic,235490000,MarrineTraffic
235537000,HIGHLAND COURAGE,Anchor handling vessel,ZIWP8,9249491,United Kingdom,AIS Marine Traffic,235537000,MarrineTraffic
235766000,HIGHLAND ENDURANCE,Anchor handling vessel,MCED4,9249518,United Kingdom,AIS Marine Traffic,235766000,MarrineTraffic
235830000,MAERSK ADVANCER,Anchor handling vessel,MDKE6,9254381,United Kingdom,AIS Marine Traffic,235830000,MarrineTraffic
235833000,MAERSK ASSERTER,Anchor handling vessel,MDJL7,9254379,United Kingdom,AIS Marine Traffic,235833000,MarrineTraffic
236111629,NEPTUN 10,Anchor handling vessel,ZDJQ8,9568615,Gibraltar,AIS Marine Traffic,236111629,MarrineTraffic
236491000,NEPTUNE MARINER,Anchor handling vessel,ZDIW8,9481037,Gibraltar,AIS Marine Traffic,236491000,MarrineTraffic
236603000,NEPTUN 11,Anchor handling vessel,ZDKE9,9571208,Gibraltar,AIS Marine Traffic,236603000,MarrineTraffic
245414000,BLUSTER,Anchor handling vessel,PBMJ,8516976,Netherlands,AIS Marine Traffic,245414000,MarrineTraffic
246617000,ITC CYCLONE,Anchor handling vessel,PBUQ,9433767,Netherlands,AIS Marine Traffic,246617000,MarrineTraffic
246618000,ITC CHINOOK,Anchor handling vessel,PBUR,9510228,Netherlands,AIS Marine Traffic,246618000,MarrineTraffic
247209300,ASSO VENTOTTO,Anchor handling vessel,IBYM,9379416,Italy,AIS Marine Traffic,247209300,MarrineTraffic
247237300,A.H.LIGURIA,Anchor handling vessel,ICIT,9381495,Italy,AIS Marine Traffic,247237300,MarrineTraffic
247301800,A.H.VALLETTA,Anchor handling vessel,ICPS,9494618,Italy,AIS Marine Traffic,247301800,MarrineTraffic
247304800,IEVOLI CORAL,Anchor handling vessel,ICRG,9428578,Italy,AIS Marine Traffic,247304800,MarrineTraffic
247590000,BILLTON,Anchor handling vessel,ISFX,8117988,Italy,AIS Marine Traffic,247590000,MarrineTraffic
247646000,A.H.PORTO SANTO,Anchor handling vessel,I B O F,7814888,Italy,AIS Marine Traffic,247646000,MarrineTraffic
248219000,OPAL,Anchor handling vessel,9HA2265,9489479,Malta,AIS Marine Traffic,248219000,MarrineTraffic
249560000,AGAT,Anchor handling vessel,9HUP9,8206961,Malta,AIS Marine Traffic,249560000,MarrineTraffic
253038000,BOURBON LIBERTY 217,Anchor handling vessel,LXZC,9394600,Luxembourg,AIS Marine Traffic,253038000,MarrineTraffic
253059000,BOURBON LIBERTY 218,Anchor handling vessel,LXXG,9492036,Luxembourg,AIS Marine Traffic,253059000,MarrineTraffic
253072000,BOURBON LIBERTY 221,Anchor handling vessel,LXYB,9394624,Luxembourg,AIS Marine Traffic,253072000,MarrineTraffic
253088000,BOURBON LIBERTY 224,Anchor handling vessel,LXYP,9394636,Luxembourg,AIS Marine Traffic,253088000,MarrineTraffic
253177000,BOURBON LIBERTY 225,Anchor handling vessel,LXYQ,9546552,Luxembourg,AIS Marine Traffic,253177000,MarrineTraffic
253219000,BOURBON LIBERTY 201,Anchor handling vessel,LXZH,9394545,Luxembourg,AIS Marine Traffic,253219000,MarrineTraffic
253405000,BOURBON LIBERTY 215,Anchor handling vessel,LXUE,9558634,Luxembourg,AIS Marine Traffic,253405000,MarrineTraffic
253410000,BOURBON LIBERTY 216,Anchor handling vessel,LXZB,9558622,Luxembourg,AIS Marine Traffic,253410000,MarrineTraffic
253425000,BOURBON LIBERTY 227,Anchor handling vessel,LXQQ,9394648,Luxembourg,AIS Marine Traffic,253425000,MarrineTraffic
253430000,BOURBON LIBERTY 228,Anchor handling vessel,LXYL,9562374,Luxembourg,AIS Marine Traffic,253430000,MarrineTraffic
253431000,BOURBON LIBERTY 229,Anchor handling vessel,LXYH,9394650,Luxembourg,AIS Marine Traffic,253431000,MarrineTraffic
253434000,BOURBON LIBERTY 226,Anchor handling vessel,LXYR,9562362,Luxembourg,AIS Marine Traffic,253434000,MarrineTraffic
253441000,BOURBON LIBERTY 239,Anchor handling vessel,LXWA,9394703,Luxembourg,AIS Marine Traffic,253441000,MarrineTraffic
253458000,BOURBON LIBERTY 233,Anchor handling vessel,LXQL,9394674,Luxembourg,AIS Marine Traffic,253458000,MarrineTraffic
253462000,BOURBON LIBERTY 232,Anchor handling vessel,LXXW,9579597,Luxembourg,AIS Marine Traffic,253462000,MarrineTraffic
253472000,BOURBON LIBERTY 236,Anchor handling vessel,LXXT,9546576,Luxembourg,AIS Marine Traffic,253472000,MarrineTraffic
253473000,BOURBON LIBERTY 235,Anchor handling vessel,LXVW,9394686,Luxembourg,AIS Marine Traffic,253473000,MarrineTraffic
253478000,BOURBON LIBERTY 237,Anchor handling vessel,LXXU,9394698,Luxembourg,AIS Marine Traffic,253478000,MarrineTraffic
253482000,BOURBON LIBERTY 241,Anchor handling vessel,LXZX,9394715,Luxembourg,AIS Marine Traffic,253482000,MarrineTraffic
253497000,BOURBON LIBERTY 245,Anchor handling vessel,LXQU,9573531,Luxembourg,AIS Marine Traffic,253497000,MarrineTraffic
253499000,BOURBON LIBERTY 243,Anchor handling vessel,LXZA,9573517,Luxembourg,AIS Marine Traffic,253499000,MarrineTraffic
253526000,BOURBON LIBERTY 247,Anchor handling vessel,LXIF,9573555,Luxembourg,AIS Marine Traffic,253526000,MarrineTraffic
253527000,BOURBON LIBERTY 249,Anchor handling vessel,LXZM,9573579,Luxembourg,AIS Marine Traffic,253527000,MarrineTraffic
253534000,BOURBON LIBERTY 251,Anchor handling vessel,LXXZ,9573593,Luxembourg,AIS Marine Traffic,253534000,MarrineTraffic
255750000,A.H.PORTOFINO,Anchor handling vessel,CQRG,8123705,Portugal,AIS Marine Traffic,255750000,MarrineTraffic
255801360,WARLOCK,Anchor handling vessel,CQRT,8519590,Portugal,AIS Marine Traffic,255801360,MarrineTraffic
257158000,FAR SEA,Anchor handling vessel,LDPO3,9002805,Norway,AIS Marine Traffic,257158000,MarrineTraffic
257174000,OLYMPIC PEGASUS,Anchor handling vessel,LLWK3,9257929,Norway,AIS Marine Traffic,257174000,MarrineTraffic
257257000,NORMAND DROTT,Anchor handling vessel,LFMG3,8304828,Norway,AIS Marine Traffic,257257000,MarrineTraffic
257278000,FAR SWORD,Anchor handling vessel,LNOY3,9344851,Norway,AIS Marine Traffic,257278000,MarrineTraffic
257283000,NORMAND BORG,Anchor handling vessel,LLIO3,9229477,Norway,AIS Marine Traffic,257283000,MarrineTraffic
257286000,SIEM PEARL,Anchor handling vessel,LAQW3,9417684,Norway,AIS Marine Traffic,257286000,MarrineTraffic
257434000,SIEM EMERALD,Anchor handling vessel,LARH3,9417701,Norway,AIS Marine Traffic,257434000,MarrineTraffic
257544000,SIEM SAPPHIRE,Anchor handling vessel,LARG3,9417696,Norway,AIS Marine Traffic,257544000,MarrineTraffic
257733000,SIEM RUBY,Anchor handling vessel,LKJV3,9413444,Norway,AIS Marine Traffic,257733000,MarrineTraffic
258004000,SKANDI ATLANTIC,Anchor handling vessel,LAQT 7,9447665,Norway,AIS Marine Traffic,258004000,MarrineTraffic
258060000,OLYMPIC ZEUS,Anchor handling vessel,LAUR,9424728,Norway,AIS Marine Traffic,258060000,MarrineTraffic
258106000,SENTINEL PRINCE,Anchor handling vessel,LAZP3,7400819,Norway,AIS Marine Traffic,258106000,MarrineTraffic
258156000,NORMAND SKARVEN,Anchor handling vessel,LCWA3,8501103,Norway,AIS Marine Traffic,258156000,MarrineTraffic
258167000,OLYMPIC HERCULES,Anchor handling vessel,LGXF,9235672,Norway,AIS Marine Traffic,258167000,MarrineTraffic
258184000,OLYMPIC OCTOPUS,Anchor handling vessel,LDPR,9355771,Norway,AIS Marine Traffic,258184000,MarrineTraffic
258248000,FAR SHOGUN,Anchor handling vessel,LAOC3,9417830,Norway,AIS Marine Traffic,258248000,MarrineTraffic
258286000,STRIL CHALLENGER,Anchor handling vessel,LAQI,9420174,Norway,AIS Marine Traffic,258286000,MarrineTraffic
258311000,VALKYRIEN,Anchor handling vessel,LBEA,8008541,Norway,AIS Marine Traffic,258311000,MarrineTraffic
258406000,FAR GRIP,Anchor handling vessel,LGR03,9060352,Norway,AIS Marine Traffic,258406000,MarrineTraffic
258510000,FAR FOSNA,Anchor handling vessel,LGSI3,9060364,Norway,AIS Marine Traffic,258510000,MarrineTraffic
258556000,NORMAND MARINER,Anchor handling vessel,LAPK3,9249350,Norway,AIS Marine Traffic,258556000,MarrineTraffic
258562000,FAR SCOUT,Anchor handling vessel,LLPX3,9240108,Norway,AIS Marine Traffic,258562000,MarrineTraffic
258730000,LADY CAROLINE,Anchor handling vessel,LAWM5,9261865,Norway,AIS Marine Traffic,258730000,MarrineTraffic
258813000,LADY ASTRID,Anchor handling vessel,LMGS3,9261877,Norway,AIS Marine Traffic,258813000,MarrineTraffic
259029000,SIEM DIAMOND,Anchor handling vessel,LAXK3,9417749,Norway,AIS Marine Traffic,259029000,MarrineTraffic
259069000,SKANDI PEREGRINO,Anchor handling vessel,LAID7,9447627,Norway,AIS Marine Traffic,259069000,MarrineTraffic
259121000,ISLAND VANGUARD,Anchor handling vessel,LNVU,9356189,Norway,AIS Marine Traffic,259121000,MarrineTraffic
259198000,NORMAND MASTER,Anchor handling vessel,LMBC3,9266451,Norway,AIS Marine Traffic,259198000,MarrineTraffic
259227000,NORMAND TITAN,Anchor handling vessel,LDEL3,9371385,Norway,AIS Marine Traffic,259227000,MarrineTraffic
259250000,BARENTS,Anchor handling vessel,LATC,9334765,Norway,AIS Marine Traffic,259250000,MarrineTraffic
259413000,FAR SARACEN,Anchor handling vessel,LAOQ3,9417842,Norway,AIS Marine Traffic,259413000,MarrineTraffic
259495000,SKANDI MOGSTER,Anchor handling vessel,LMVP3,9166613,Norway,AIS Marine Traffic,259495000,MarrineTraffic
259556000,FAR SOVEREIGN,Anchor handling vessel,LMJI3,9186675,Norway,AIS Marine Traffic,259556000,MarrineTraffic
259704000,SIEM OPAL,Anchor handling vessel,LAXM,9442419,Norway,AIS Marine Traffic,259704000,MarrineTraffic
259980000,FAR SANTANA,Anchor handling vessel,LAKF5,9196747,Norway,AIS Marine Traffic,259980000,MarrineTraffic
265829000,BALDER VIKING,Anchor handling vessel,SLKA,9199634,Sweden,AIS Marine Traffic,265829000,MarrineTraffic
266004000,TOR VIKING II,Anchor handling vessel,SLJT,9199622,Sweden,AIS Marine Traffic,266004000,MarrineTraffic
273318630,VENGERY,Anchor handling vessel,UHOG,8126850,Russia,AIS Marine Traffic,273318630,MarrineTraffic
273348020,TOBOY,Anchor handling vessel,UBUE9,9402407,Russia,AIS Marine Traffic,273348020,MarrineTraffic
273354050,EEMS,Anchor handling vessel,UBPG2,8401420,Russia,AIS Marine Traffic,273354050,MarrineTraffic
273354430,NEPTUN,Anchor handling vessel,UBMH4,9393412,Russia,AIS Marine Traffic,273354430,MarrineTraffic
273356480,VIDAR VIKING,Anchor handling vessel,UBDJ6,9199646,Russia,AIS Marine Traffic,273356480,MarrineTraffic
273356920,SATURN,Anchor handling vessel,UBHH9,9378175,Russia,AIS Marine Traffic,273356920,MarrineTraffic
273410200,NEFTEGAZ 51,Anchor handling vessel,UING,8418411,Russia,AIS Marine Traffic,273410200,MarrineTraffic
273414100,NEFTEGAZ 61,Anchor handling vessel,UINS,8418514,Russia,AIS Marine Traffic,273414100,MarrineTraffic
273416100,PASVIK,Anchor handling vessel,UHQN,8418590,Russia,AIS Marine Traffic,273416100,MarrineTraffic
273416200,NEFTEGAZ 57,Anchor handling vessel,UAXS,8418473,Russia,AIS Marine Traffic,273416200,MarrineTraffic
273417100,NEFTEGAZ 55,Anchor handling vessel,UHKK,8418459,Russia,AIS Marine Traffic,273417100,MarrineTraffic
273431330,IKALUK,Anchor handling vessel,UESB,8130693,Russia,AIS Marine Traffic,273431330,MarrineTraffic
273438220,SMIT SAKHALIN,Anchor handling vessel,UFXQ,8127830,Russia,AIS Marine Traffic,273438220,MarrineTraffic
305407000,UOS CHALLENGER,Anchor handling vessel,V2EE8,9417414,Antigua Barbuda,AIS Marine Traffic,305407000,MarrineTraffic
305518000,UOS DISCOVERY,Anchor handling vessel,V2EQ7,9435088,Antigua Barbuda,AIS Marine Traffic,305518000,MarrineTraffic
305519000,UOS ENDEAVOUR,Anchor handling vessel,V2EQ8,9439890,Antigua Barbuda,AIS Marine Traffic,305519000,MarrineTraffic
305592000,UOS LIBERTY,Anchor handling vessel,V2EX8,9439931,Antigua Barbuda,AIS Marine Traffic,305592000,MarrineTraffic
305607000,UOS NAVIGATOR,Anchor handling vessel,V2EZ2,9439943,Antigua Barbuda,AIS Marine Traffic,305607000,MarrineTraffic
305617000,UOS VOYAGER,Anchor handling vessel,V2EZ9,9439967,Antigua Barbuda,AIS Marine Traffic,305617000,MarrineTraffic
306864000,FIVEL,Anchor handling vessel,PJDH,8309933,Curacao,AIS Marine Traffic,306864000,MarrineTraffic
308623000,TOISA DARING,Anchor handling vessel,C6VD3,9307310,Bahamas,AIS Marine Traffic,308623000,MarrineTraffic
309707000,SMIT LLOYD 33,Anchor handling vessel,C60H6,8213914,Bahamas,AIS Marine Traffic,309707000,MarrineTraffic
311026800,VIGEO OLUFUNKE,Anchor handling vessel,C6XZ6,9053177,Bahamas,AIS Marine Traffic,311026800,MarrineTraffic
311048900,SKANDI HERCULES,Anchor handling vessel,C6YY2,9435739,Bahamas,AIS Marine Traffic,311048900,MarrineTraffic
311049500,SKANDI ADMIRAL,Anchor handling vessel,C6YY7,9185023,Bahamas,AIS Marine Traffic,311049500,MarrineTraffic
311052400,SKANDI EMERALD,Anchor handling vessel,C6ZC7,9447639,Bahamas,AIS Marine Traffic,311052400,MarrineTraffic
312036000,GO ACAMAR,Anchor handling vessel,V3MR9,9522477,Belize,AIS Marine Traffic,312036000,MarrineTraffic
312061000,MARIDIVE 231,Anchor handling vessel,V3NL6,9346299,Belize,AIS Marine Traffic,312061000,MarrineTraffic
312090000,MARIDIVE 522,Anchor handling vessel,V3NA2,9543665,Belize,AIS Marine Traffic,312090000,MarrineTraffic
312280000,MARIDIVE 518,Anchor handling vessel,V3KW,9470208,Belize,AIS Marine Traffic,312280000,MarrineTraffic
312295000,MARIDIVE 702,Anchor handling vessel,V3NE6,9592197,Belize,AIS Marine Traffic,312295000,MarrineTraffic
312470000,MARIDIVE 42,Anchor handling vessel,V3NK,9542570,Belize,AIS Marine Traffic,312470000,MarrineTraffic
312477000,MARIDIVE 703,Anchor handling vessel,V3NV6,9603776,Belize,AIS Marine Traffic,312477000,MarrineTraffic
312505000,MILLERNTOR,Anchor handling vessel,V3SF4,8201753,Belize,AIS Marine Traffic,312505000,MarrineTraffic
312878000,OIL VIBRANT,Anchor handling vessel,V3JU,8224482,Belize,AIS Marine Traffic,312878000,MarrineTraffic
316002110,ATLANTIC HAWK,Anchor handling vessel,VCYY,9199115,Canada,AIS Marine Traffic,316002110,MarrineTraffic
316004850,ATLANTIC OSPREY,Anchor handling vessel,CFH8950,9255907,Canada,AIS Marine Traffic,316004850,MarrineTraffic
316006000,MAERSK CHIGNECTO,Anchor handling vessel,VCJC,8204937,Canada,AIS Marine Traffic,316006000,MarrineTraffic
316013080,MAERSK DISPATCHER,Anchor handling vessel,XJAJ,9298909,Canada,AIS Marine Traffic,316013080,MarrineTraffic
316013360,MAERSK DETECTOR,Anchor handling vessel,XJAT,9298911,Canada,AIS Marine Traffic,316013360,MarrineTraffic
316014070,ATLANTIC RAVEN,Anchor handling vessel,CFN5827,9187942,Canada,AIS Marine Traffic,316014070,MarrineTraffic
316101000,MAERSK GABARUS,Anchor handling vessel,VCYS,8204949,Canada,AIS Marine Traffic,316101000,MarrineTraffic
316232000,JIM KILABUK,Anchor handling vessel,VCKW,7420754,Canada,AIS Marine Traffic,316232000,MarrineTraffic
316250000,VENTURE SEA,Anchor handling vessel,VCVZ,9197301,Canada,AIS Marine Traffic,316250000,MarrineTraffic
316300000,BURIN SEA,Anchor handling vessel,VCXN,8131233,Canada,AIS Marine Traffic,316300000,MarrineTraffic
316302000,TRINITY SEA,Anchor handling vessel,VCXJ,8225486,Canada,AIS Marine Traffic,316302000,MarrineTraffic
316304000,ATLANTIC EAGLE,Anchor handling vessel,VCYK,9199103,Canada,AIS Marine Traffic,316304000,MarrineTraffic
316322000,MAERSK CHANCELLOR,Anchor handling vessel,VOCX,8401975,Canada,AIS Marine Traffic,316322000,MarrineTraffic
