series,mmsi
4180,371518000
4181,371521000
4182,371522000
4183,371523000
4184,371545000
4185,371548000
4186,371552000
4187,371554000
4188,371555000
4189,371559000
4190,371563000
4191,371583000
4192,371596000
4193,371601000
4194,371604000
4195,371605000
4196,371608000
4197,371616000
4198,371618000
4199,371623000
4200,371626000
4201,371627000
4202,371628000
4203,371630000
4204,371639000
4205,371641000
4206,371648000
4207,371649000
4208,371650000
4209,371654000
4210,371655000
4211,371656000
4212,371661000
4213,371665000
4214,371669000
4215,371670000
4216,371671000
4217,371673000
4218,371681000
4219,371689000
4220,371690000
4221,371693000
4222,256434000
4223,256449000
4224,256456000
4225,256471000
4226,256472000
4227,256479000
4228,256485000
4229,256490000
4230,256502000
4231,256512000
4232,256518000
4233,256520000
4234,256523000
4235,256525000
4236,256561000
4237,256562000
4238,256594000
4239,256597000
4240,256602000
4241,256608000
4242,256613000
4243,256615000
4244,256638000
4245,256642000
4246,256657000
4247,256668000
4248,256672000
4249,256679000
4250,256680000
4251,256690000
4252,256696000
4253,256713000
4254,256724000
4255,256737000
4256,256738000
4257,256743000
4258,256764000
4259,256799000
4260,256800000
4261,256804000
4262,256808000
4263,256816000
4264,256819000
4265,256828000
4266,256829000
4267,256879000
4268,256881000
4269,256900000
4270,256917000
4271,256922000
4272,256924000
4273,256931000
4274,256936000
4275,256941000
4276,256942000
4277,256944000
4278,256951000
4279,256955000
4280,256971000
4281,256972000
4282,256979000
4283,256996000
4284,256998000
4285,257000210
4286,257009000
4287,257018000
4288,257020000
4289,257021000
4290,257029000
4291,257030540
4292,257030600
4293,257032500
4294,257035940
4295,257056600
4296,257057040
4297,257060500
4298,257062400
4299,257067040
4300,257069200
4301,257071440
4302,257077000
4303,257079000
4304,257079200
4305,257084000
4306,257087040
4307,257089000
4308,257089640
4309,257092500
4310,257094000
4311,257105000
4312,257105640
4313,257106000
4314,257113000
4315,257118000
4316,257120500
4317,257124520
4318,257128000
4319,257133600
4320,257137000
4321,257139000
4322,257146000
4323,257149000
4324,257149120
4325,257151000
4326,257152520
4327,257153500
4328,257154000
4329,257155000
4330,257155500
4331,257156000
4332,257157520
4333,257158000
4334,257162000
4335,257163320
4336,257164500
4337,257165600
4338,257166000
4339,257166400
4340,257174000
4341,257179000
4342,257180000
4343,257180800
4344,257181020
4345,257198000
4346,257200000
4347,257205000
4348,257205500
4349,257207500
4350,257210000
4351,257215000
4352,257215500
4353,257219000
4354,257225000
4355,257226000
4356,257228000
4357,257229000
4358,257230000
4359,257234000
4360,257236400
4361,257245000
4362,257247000
4363,257248000
4364,257249400
4365,257250000
4366,257254920
4367,257257000
4368,257258000
4369,257259000
4370,257261000
4371,257262500
4372,257263000
4373,257274500
4374,257276000
4375,257278000
4376,257280000
4377,257281000
4378,257283000
4379,257285000
4380,257285700
4381,257286000
4382,257293500
4383,257294800
4384,257296000
4385,257301040
4386,257302140
4387,257302500
4388,257302620
4389,257304000
4390,257307500
4391,257309000
4392,257310400
4393,257311720
4394,257312740
4395,257328000
4396,257330800
4397,257334000
4398,257343000
4399,257347400
4400,257348000
4401,257349000
4402,257350500
4403,257356000
4404,257358000
4405,257363500
4406,257366000
4407,257368000
4408,257376500
4409,257379000
4410,257399400
4411,257409500
4412,257415920
4413,257420000
4414,257423000
4415,257424000
4416,257432500
4417,257434000
4418,257436500
4419,257445000
4420,257446500
4421,257450000
4422,257457000
4423,257458720
4424,257459500
4425,257460000
4426,257462500
4427,257465500
4428,257466000
4429,257471500
4430,257476500
4431,257483500
4432,257485000
4433,257488600
4434,257492000
4435,257497000
4436,257501500
4437,257508600
4438,257511600
4439,257522600
4440,257524500
4441,257530500
4442,257531600
4443,257537000
4444,257541000
4445,257541600
4446,257544000
4447,257545000
4448,257554600
4449,257555500
4450,257557000
4451,257560600
4452,257563600
4453,257564600
4454,257565000
4455,257565600
4456,257566000
4457,257566600
4458,257570600
4459,257571600
4460,257582600
4461,257583000
4462,257583600
4463,257584000
4464,257585000
4465,257587600
4466,257589500
4467,257589600
4468,257591000
4469,257593000
4470,257594000
4471,257599000
4472,257599500
4473,257605500
4474,257611509
4475,257613000
4476,257613500
4477,257615000
4478,257627000
4479,257647500
4480,257660500
4481,257672000
4482,257686000
4483,257712000
4484,257713000
4485,257714000
4486,257716000
4487,257718000
4488,257722000
4489,257725000
4490,257733000
4491,257736000
4492,257739000
4493,257756000
4494,257758000
4495,257772000
4496,257775500
4497,257785000
4498,257795000
4499,257797000
4500,257814000
4501,257817000
4502,257820000
4503,257831500
4504,257842000
4505,257842500
4506,257844000
4507,257849000
4508,257850500
4509,257854500
4510,257855000
4511,257855500
4512,257862500
4513,257869000
4514,257871000
4515,257872000
4516,257882500
4517,257888000
4518,257895500
4519,257926000
4520,257946000
4521,257964500
4522,258004000
4523,258015500
4524,258034000
4525,258035000
4526,258036000
4527,258045000
4528,258051000
4529,258052000
4530,258054000
4531,258055000
4532,258057000
4533,258060000
4534,258067000
4535,258071000
4536,258081000
4537,258084000
4538,258089000
4539,258099000
4540,258106000
4541,258117000
4542,258120000
4543,258121000
4544,258129000
4545,258135000
4546,258139000
4547,258141000
4548,258147000
4549,258154000
4550,258156000
4551,258164000
4552,258166000
4553,258167000
4554,258180000
4555,258184000
4556,258185000
4557,258186000
4558,258201000
4559,258203000
4560,258220000
4561,258228000
4562,258236000
4563,258238000
4564,258247000
4565,258248000
4566,258250000
4567,258253000
4568,258258500
4569,258260000
4570,258261000
4571,258262000
4572,258265000
4573,258269500
4574,258274000
4575,258280500
4576,258286000
4577,258301500
4578,258303000
4579,258306000
4580,258308000
4581,258310000
4582,258311000
4583,258317000
4584,258334000
4585,258335000
4586,258345000
4587,258347000
4588,258348000
4589,258351000
4590,258353000
4591,258354000
4592,258355000
4593,258359500
4594,258360000
4595,258371000
4596,258376000
4597,258380500
4598,258381000
4599,258393000
4600,258394500
4601,258397000
4602,258401000
4603,258403000
4604,258406000
4605,258410000
4606,258411000
4607,258412000
4608,258429000
4609,258431000
4610,258434000
4611,258440000
4612,258462000
4613,258467000
4614,258470000
4615,258473000
4616,258478000
4617,258483000
4618,258495000
4619,258499000
4620,258500000
4621,258503000
4622,258504000
4623,258510000
4624,258515000
4625,258522000
4626,258523000
4627,258531000
4628,258535000
4629,258541000
4630,258545000
4631,258550000
4632,258552000
4633,258553000
4634,258556000
4635,258559000
4636,258562000
4637,258563000
4638,258565000
4639,258576000
4640,258582000
4641,258590000
4642,258596000
4643,258597000
4644,258601000
4645,258604000
4646,258618000
4647,258641000
4648,258662000
4649,258663000
4650,258666000
4651,258668000
4652,258670000
4653,258693000
4654,258707000
4655,258720000
4656,258722000
4657,258728000
4658,258730000
4659,258734000
4660,258739000
4661,258755000
4662,258758000
4663,258779000
4664,258781000
4665,258798000
4666,258813000
4667,258826000
4668,258831000
4669,258833000
4670,258846000
4671,258847000
4672,258852000
4673,258866000
4674,258876000
4675,258908000
4676,258925000
4677,258926000
4678,258929000
4679,258931000
4680,258932000
4681,258952000
4682,258954000
4683,258965000
4684,258966000
4685,258970000
4686,258985000
4687,258992000
4688,259003000
4689,259022000
4690,259023000
4691,259025000
4692,259028000
4693,259029000
4694,259040000
4695,259050000
4696,259069000
4697,259071000
4698,259078000
4699,259084000
4700,259085000
4701,259092000
4702,259093000
4703,259095000
4704,259099000
4705,259106000
4706,259109000
4707,259115000
4708,259119000
4709,259120000
4710,259121000
4711,259128000
4712,259129000
4713,259130000
4714,259139000
4715,259154000
4716,259156000
4717,259158000
4718,259166000
4719,259178000
4720,259198000
4721,259200090
4722,259207000
4723,259208000
4724,259209000
4725,259211000
4726,259218000
4727,259220000
4728,259225000
4729,259227000
4730,259231000
4731,259235000
4732,259239000
4733,259241000
4734,259244000
4735,259245000
4736,259247000
4737,259250000
4738,259251000
4739,259252000
4740,259256000
4741,259258000
4742,259263000
4743,259268000
4744,259269000
4745,259272000
4746,259281000
4747,259282000
4748,259284000
4749,259285000
4750,259290000
4751,259296000
4752,259307000
4753,259308000
4754,259309000
4755,259310000
4756,259311000
4757,259312000
4758,259313000
4759,259317000
4760,259322000
4761,259324000
4762,259329000
4763,259335000
4764,259353000
4765,259365000
4766,259370000
4767,259374000
4768,259375000
4769,259378000
4770,259380000
4771,259383000
4772,259390000
4773,259413000
4774,259418000
4775,259421000
4776,259423000
4777,259425000
4778,259429000
4779,259432000
4780,259438000
4781,259441000
4782,259447000
4783,259457000
4784,259458000
4785,259461000
4786,259465000
4787,259472000
4788,259474000
4789,259475000
4790,259482000
4791,259483000
4792,259485000
4793,259489000
4794,259494000
4795,259495000
4796,259496000
4797,259503000
4798,259505000
4799,259506000
4800,259511000
4801,259516000
4802,259517000
4803,259519000
4804,259525000
4805,259536000
4806,259539000
4807,259545000
4808,259555000
4809,259556000
4810,259557000
4811,259558000
4812,259562000
4813,259563000
4814,259565000
4815,259568000
4816,259569000
4817,259574000
4818,259576000
4819,259586000
4820,259590000
4821,259595000
4822,259602000
4823,259607000
4824,259608000
4825,259609000
4826,259612000
4827,259616000
4828,259619000
4829,259623000
4830,259624000
4831,259626000
4832,259627000
4833,259628000
4834,259635000
4835,259637000
4836,259641000
4837,259645000
4838,259647000
4839,259648000
4840,259655000
4841,259656000
4842,259657000
4843,259659000
4844,259666000
4845,259667000
4846,259671000
4847,259675000
4848,259679000
4849,259683000
4850,259691000
4851,259701000
4852,259704000
4853,259705000
4854,259707000
4855,259713000
4856,259719000
4857,259720000
4858,259725000
4859,259744000
4860,259757000
4861,259758000
4862,259763000
4863,259765000
4864,259766000
4865,259775000
4866,259781000
4867,259785000
4868,273297600
4869,273297700
4870,273297800
4871,273298000
4872,273298100
4873,273298600
4874,273298800
4875,273299100
4876,273310240
4877,273310280
4878,273310460
4879,273310630
4880,273310670
4881,273310720
4882,273310730
4883,273311060
4884,273311280
4885,273311330
4886,273311440
4887,273311610
4888,273311650
4889,273311860
4890,273312060
4891,273312180
4892,273312210
4893,273312230
4894,273312270
4895,273312280
4896,273312340
4897,273312370
4898,273312460
4899,273312510
4900,273312540
4901,273312850
4902,273312860
4903,273312950
4904,273313270
4905,273313470
4906,273313640
4907,273313730
4908,273313840
4909,273313950
4910,273314360
4911,273314460
4912,273314480
4913,273314510
4914,273314550
4915,273314650
4916,273314730
4917,273314740
4918,273314760
4919,273314930
4920,273315480
4921,273315760
4922,273315780
4923,273315930
4924,273316040
4925,273316080
4926,273316230
4927,273316240
4928,273316250
4929,273316480
4930,273316630
4931,273316930
4932,273316960
4933,273317180
4934,273317270
4935,273317370
4936,273317480
4937,273317630
4938,273317660
4939,273317810
4940,273318120
4941,273318430
4942,273318480
4943,273318630
4944,273318720
4945,273318780
4946,273318940
4947,273319130
4948,273319240
4949,273319440
4950,273319570
4951,273319630
4952,273319940
4953,273324700
4954,273324800
4955,273325800
4956,273325900
4957,273330620
4958,273330730
4959,273331020
4960,273331510
4961,273331630
4962,273331810
4963,273332330
4964,273332500
4965,273332630
4966,273332730
4967,273332830
4968,273333130
4969,273333330
4970,273334630
4971,273334810
4972,273334820
4973,273335010
4974,273335210
4975,273335230
4976,273335630
4977,273335710
4978,273336730
4979,273336810
4980,273337510
4981,273338510
4982,273338530
4983,273338720
4984,273339110
4985,273339120
4986,273339230
4987,273339330
4988,273339430
4989,273339530
4990,273339720
4991,273340920
4992,273341320
4993,273341920
4994,273342230
4995,273342630
4996,273342810
4997,273342820
4998,273343920
4999,273344220
5000,273344630
5001,273344710
5002,273345230
5003,273345620
5004,273345630
5005,273345710
5006,273347730
5007,273347820
5008,273347910
5009,273348020
5010,273348130
5011,273348330
5012,273348810
5013,273348820
5014,273348830
5015,273349130
5016,273349220
5017,273349330
5018,273349530
5019,273349630
5020,273349820
5021,273350100
5022,273350370
5023,273350410
5024,273350550
5025,273350570
5026,273350610
5027,273350650
5028,273350700
5029,273350810
5030,273350850
5031,273351000
5032,273351040
5033,273351170
5034,273351420
5035,273351500
5036,273351650
5037,273351700
5038,273351740
5039,273351860
5040,273351900
5041,273351910
5042,273352130
5043,273352140
5044,273352220
5045,273352230
5046,273352240
5047,273352280
5048,273352510
5049,273352570
5050,273352640
5051,273352700
5052,273352760
5053,273352840
5054,273352860
5055,273352910
5056,273352930
5057,273353000
5058,273353060
5059,273353090
5060,273353140
5061,273353210
5062,273353310
5063,273353630
5064,273353800
5065,273354030
5066,273354050
5067,273354220
5068,273354260
5069,273354340
5070,273354430
5071,273354460
5072,273354540
5073,273354560
5074,273354630
5075,273354660
5076,273354740
5077,273354770
5078,273354820
5079,273354920
5080,273355000
5081,273355020
5082,273355070
5083,273355210
5084,273355220
5085,273355230
5086,273355320
5087,273355440
5088,273355540
5089,273355560
5090,273355760
5091,273355860
5092,273355920
5093,273355960
5094,273356000
5095,273356010
5096,273356020
5097,273356030
5098,273356070
5099,273356170
5100,273356270
5101,273356320
5102,273356480
5103,273356540
5104,273356610
5105,273356670
5106,273356710
5107,273356730
5108,273356740
5109,273356760
5110,273356920
5111,273357230
5112,273357270
5113,273357330
5114,273357560
5115,273357660
5116,273357670
5117,273357840
5118,273358000
5119,273358010
5120,273358130
5121,273358200
5122,273358330
5123,273358410
5124,273358510
5125,273358530
5126,273358560
5127,273358660
5128,273358840
5129,273358910
5130,273358930
5131,273359300
5132,273359310
5133,273359400
5134,273359510
5135,273359520
5136,273359610
5137,273359630
5138,273359650
5139,273359830
5140,273359920
5141,273359930
5142,273361330
5143,273362100
5144,273363200
5145,273365000
5146,273366420
5147,273367710
5148,273369100
5149,273375200
5150,273380400
5151,273380500
5152,273380600
5153,273380700
5154,273381500
5155,273381600
5156,273382300
5157,273382500
5158,273382600
5159,273383300
5160,273383600
5161,273383700
5162,273384200
5163,273384300
5164,273384500
5165,273384700
5166,273385500
5167,273385600
5168,273521100
5169,273522500
5170,273523100
5171,273524100
5172,273524300
5173,273525000
5174,273525500
5175,273525900
5176,273526000
5177,273526300
5178,273526700
5179,273527000
5180,273527500
5181,273527900
5182,273528800
5183,273529300
5184,273529800
5185,273529900
5186,273530400
5187,273531400
5188,273532110
5189,273533300
5190,273533800
5191,273534110
5192,273536210
5193,273537800
5194,273538800
5195,273539310
5196,273539800
5197,273547210
5198,273550400
5199,273550600
5200,273551400
5201,273552400
5202,273554600
5203,273555000
5204,273555500
5205,273556300
5206,273556500
5207,273559400
5208,273559500
5209,273561700
5210,273561800
5211,273563210
5212,273563800
5213,273565410
5214,273565500
5215,273565900
5216,273567010
5217,273568800
5218,273613100
5219,273619100
5220,273810080
5221,273810110
5222,273810300
5223,273810400
5224,273810610
5225,273810710
5226,273810800
5227,273811020
5228,273811080
5229,273811100
5230,273811210
5231,273811300
5232,273811510
5233,273811710
5234,273812010
5235,273812030
5236,273812060
5237,273812100
5238,273812200
5239,273812400
5240,273812510
5241,273813050
5242,273813060
5243,273813100
5244,273813200
5245,273813300
5246,273813810
5247,273813900
5248,273814050
5249,273814510
5250,273814900
5251,273815000
5252,273815020
5253,273815040
5254,273815050
5255,273815110
5256,273815900
5257,273815910
5258,273816000
5259,273816010
5260,273816020
5261,273816200
5262,273817070
5263,273817400
5264,273817900
5265,273818000
5266,273819000
5267,273819200
5268,273819400
5269,273819510
5270,273819700
5271,273820420
5272,273820700
5273,273820900
5274,273821000
5275,273821210
5276,273821310
5277,273821610
5278,273822210
5279,273822400
5280,273822810
5281,273823020
5282,273823520
5283,273824020
5284,273824810
5285,273825000
5286,273825010
5287,273825110
5288,273825210
5289,273825520
5290,273825610
5291,273825700
5292,273825710
5293,273825810
5294,273826010
5295,273826220
5296,273827000
5297,273827010
5298,273827030
5299,273827320
5300,273827710
5301,273827800
5302,273828010
5303,273828110
5304,273828310
5305,273828600
5306,273828800
5307,273829010
5308,273829220
5309,273829310
5310,273829410
5311,273830200
5312,273831000
5313,273832000
5314,273833000
5315,273840100
5316,273840320
5317,273840400
5318,273840710
5319,273840800
5320,273840810
5321,273840900
5322,273840910
5323,273841020
5324,273841520
5325,273841710
5326,273841800
5327,273842020
5328,273842300
5329,273842400
5330,273842510
5331,273842700
5332,273842800
5333,273843200
5334,273843600
5335,273843610
5336,273843700
5337,273843800
5338,273843810
5339,273844020
5340,273844100
5341,273844500
5342,273844510
5343,273844700
5344,273844800
5345,273844910
5346,273844920
5347,273845610
5348,273845620
5349,273845700
5350,273845900
5351,273845910
5352,273846010
5353,273846020
5354,273846300
5355,273846410
5356,273846610
5357,273846700
5358,273847010
5359,273847020
5360,273847110
5361,273847200
5362,273847300
5363,273847400
5364,273847500
5365,273847700
5366,273847710
5367,273847900
5368,273847910
5369,273848010
5370,273848100
5371,273848120
5372,273848200
5373,273848210
5374,273848400
5375,273848600
5376,273848610
5377,273848700
5378,273848710
5379,273848910
5380,273849000
5381,273849210
5382,273849520
5383,273849700
5384,273849910
5385,273850200
5386,273853000
5387,273854000
5388,273856100
5389,273863100
5390,273869000
5391,273870500
5392,273873400
5393,273873500
5394,273874000
5395,273874100
5396,273875100
5397,273875400
5398,273876000
5399,273877000
5400,273877500
5401,273878100
5402,273879400
5403,273880100
5404,273890100
5405,273890207
5406,273890400
5407,273890710
5408,273891300
5409,273891700
5410,273891710
5411,273892100
5412,273892110
5413,273892210
5414,273892610
5415,273892700
5416,273893000
5417,273893200
5418,273893400
5419,273894000
5420,273894010
5421,273894400
5422,273894510
5423,273894710
5424,273895110
5425,273895200
5426,273895300
5427,273895510
5428,273896000
5429,273896100
5430,657886000
5431,657887000
5432,657899000
5433,657901000
5434,657912000
5435,657915000
5436,657921000
5437,657922000
5438,657929000
5439,658243576
5440,658458576
5441,659057000
5442,659061000
5443,659070000
5444,659192000
5445,659252000
5446,659253000
5447,659254000
5448,659270000
5449,659291000
5450,659346000
5451,659357000
5452,659381000
5453,659470000
5454,659620000
5455,660000200
5456,660000300
5457,660000500
5458,660000800
5459,660001400
5460,660001500
5461,660001900
5462,660002100
5463,660002300
5464,660002400
5465,660002500
5466,660002600
5467,660002700
5468,660003100
5469,660003800
5470,660003900
5471,660004100
5472,660004300
5473,660004900
5474,660005100
5475,663000106
5476,663026000
5477,663036000
5478,664002000
5479,664296000
5480,664349000
5481,664392000
5482,664445000
5483,664504000
5484,664527000
5485,665111117
5486,665111119
5487,666000001
5488,666666000
5489,666666666
5490,666942424
5491,667002119
5492,667002121
5493,667002123
5494,667002193
5495,667002211
5496,667002213
5497,667002257
5498,667003044
5499,667003079
5500,667003080
5501,667003091
5502,667003111
5503,667003137
5504,667003139
5505,667003151
5506,667003215
5507,667003229
5508,667003248
5509,667003251
5510,667003269
5511,667003273
5512,667003285
5513,667003315
5514,667003328
5515,667003336
5516,667003337
5517,667003342
5518,667003344
5519,667004025
5520,667004027
5521,667005042
5522,667005051
5523,667005089
5524,667005097
5525,667005123
5526,667005158
5527,667005159
5528,667005178
5529,667006042
5530,667006043
5531,667006046
5532,667006048
5533,667007048
5534,667007053
5535,667007057
5536,667076000
5537,667169000
5538,667172000
5539,667200700
5540,667202200
5541,667342000
5542,667498000
5543,667554000
5544,667561000
5545,667658000
5546,667813000
5547,667828000
5548,667870000
5549,667887000
5550,667943000
5551,667977000
5552,667991000
5553,667993000
5554,668114510
5555,668114610
5556,668115810
5557,668115910
5558,668124335
5559,668144810
5560,669568008
5561,671026000
5562,671053000
5563,671122000
5564,671123000
5565,671132000
5566,671142000
5567,671145000
5568,671148000
5569,671168000
5570,671172000
5571,671177000
5572,671181000
5573,671187000
5574,671202000
5575,671207000
5576,671220000
5577,671221000
5578,671223000
5579,671224000
5580,671228000
5581,671229000
5582,671236000
5583,671237000
5584,671239000
5585,671251000
5586,671278000
5587,671314000
5588,671323000
5589,672173576
5590,672708000
5591,672748000
5592,67423560
5593,675410000
5594,675652000
5595,675978224
5596,676001001
5597,677001020
5598,677001030
5599,677001040
5600,677001050
5601,677011200
5602,677015300
5603,677018000
5604,677018500
5605,677019800
5606,677020800
5607,677021700
5608,677025700
5609,677025800
5610,677027000
5611,677027600
5612,677028300
5613,677029300
5614,677029400
5615,677029900
5616,677030400
5617,677030500
5618,677033500
5619,677034400
5620,677035300
5621,677035800
5622,677036200
5623,677036300
5624,677036600
5625,677036700
5626,677036900
5627,677037000
5628,677037700
5629,677037900
5630,677038000
5631,677038600
5632,677039000
5633,677041100
5634,677041200
5635,677045000
5636,677045100
5637,677045500
5638,677046400
5639,677047700
5640,677048200
5641,677051600
5642,677052400
5643,677070100
5644,677070600
5645,677070700
5646,680841
5647,700000151
5648,70100000
5649,701000001
5650,701000015
5651,701000129
5652,701000313
5653,701000502
5654,701000503
5655,701000506
5656,701000509
5657,701000511
5658,701000512
5659,701000515
5660,701000516
5661,701000517
5662,701000528
5663,701000529
5664,701000531
5665,701000537
5666,701000539
5667,701000542
5668,701000543
5669,701000545
5670,701000546
5671,701000547
5672,701000549
5673,701000550
5674,701000551
5675,701000553
5676,701000554
5677,701000560
5678,701000561
5679,701000562
5680,701000568
5681,701000575
5682,701000577
5683,701000578
5684,701000583
5685,701000588
5686,701000591
5687,701000596
5688,701000597
5689,701000599
5690,701000601
5691,701000607
5692,701000612
5693,701000614
5694,701000615
5695,701000619
5696,701000620
5697,701000623
5698,701000626
5699,701000627
5700,701000628
5701,701000629
5702,701000631
5703,701000632
5704,701000633
5705,701000636
5706,701000638
5707,701000639
5708,701000642
5709,701000645
5710,701000646
5711,701000648
5712,701000649
5713,701000650
5714,701000651
5715,701000652
5716,701000654
5717,701000655
5718,701000656
5719,701000658
5720,701000660
5721,701000662
5722,701000663
5723,701000666
5724,701000667
5725,701000668
5726,701000672
5727,701000673
5728,701000674
5729,701000675
5730,701000676
5731,701000680
5732,701000681
5733,701000686
5734,701000687
5735,701000689
5736,701000690
5737,701000691
5738,701000702
5739,701000708
5740,701000710
5741,701000717
5742,701000720
5743,701000729
5744,701000732
5745,701000735
5746,701000742
5747,701000743
5748,701000745
5749,701000748
5750,701000754
5751,701000755
5752,701000756
5753,701000757
5754,701000764
5755,701000765
5756,701000768
5757,701000771
5758,701000772
5759,701000778
5760,701000786
5761,775996038
5762,775996039
5763,775996040
5764,775996042
5765,775996043
5766,775996044
5767,775996048
5768,775996049
5769,775996051
5770,775996052
5771,775996054
5772,775996055
5773,775996056
5774,775996057
5775,775996058
5776,775996060
5777,775996062
5778,775996065
5779,775996066
5780,775996067
5781,775996068
5782,775996069
5783,775996070
5784,775996072
5785,775996074
5786,775996075
5787,775996076
5788,775996078
5789,775996079
5790,775996081
5791,775996082
5792,775996083
5793,775996084
5794,775996086
5795,775996087
5796,775996088
5797,775996089
5798,775996090
5799,775996091
5800,775996093
5801,775996094
5802,775996095
5803,775996096
5804,775996097
5805,775996098
5806,775996099
5807,775996100
5808,775996101
5809,775996102
5810,775996103
5811,775996105
5812,775996108
5813,775996109
5814,775996110
5815,775996113
5816,775996114
5817,775996115
5818,775996117
5819,775996118
5820,775996119
5821,775996120
5822,775996121
5823,775996122
5824,775996123
5825,775996124
5826,775996125
5827,775996126
5828,775996128
5829,775996129
5830,775996130
5831,775996131
5832,775996133
5833,775996134
5834,775996135
5835,775996136
5836,775996137
5837,775996138
5838,775996139
5839,775996140
5840,775996141
5841,775996142
5842,775996145
5843,775996146
5844,775996148
5845,775996149
5846,775996151
5847,775996152
5848,775996153
5849,775996154
5850,775996159
5851,775996160
5852,775996161
5853,775996162
5854,775996163
5855,775996164
5856,775996165
5857,775996166
5858,775996167
5859,775996168
5860,775996169
5861,775996170
5862,775996171
5863,775996173
5864,775996174
5865,775996178
5866,775996180
5867,775996182
5868,775996183
5869,775996184
5870,775996185
5871,775996187
5872,775996188
5873,775996189
5874,775996190
5875,775996191
5876,775996193
5877,775996195
5878,775996197
5879,775996198
5880,775996199
5881,775996200
5882,775996201
5883,775996202
5884,775996203
5885,775996204
5886,775996205
5887,775996206
5888,775996208
5889,775996209
5890,775996211
5891,775996214
5892,775996215
5893,775996216
5894,775996218
5895,775996219
5896,775996220
5897,775996221
5898,775996222
5899,775996223
5900,775996224
5901,775996225
5902,775996226
5903,775996228
5904,775996229
5905,775996231
5906,775996235
5907,775996238
5908,775996239
5909,775996240
5910,775996241
5911,775996243
5912,775996245
5913,775996246
5914,775996247
5915,775996248
5916,775996250
5917,775996254
5918,775996255
5919,775996258
5920,775996259
5921,775996260
5922,775996261
5923,775996262
5924,775996264
5925,775996265
5926,775996267
5927,775996270
5928,775996277
5929,775996281
5930,775996283
5931,775996287
5932,775996288
5933,775996295
5934,775996299
5935,775996300
5936,775996310
5937,775996322
5938,775996329
5939,775996330
5940,775996331
5941,775996332
5942,775996333
5943,775996334
5944,775996336
5945,775996338
5946,775996341
5947,775996343
5948,775996347
5949,775996351
5950,775996361
5951,775996362
5952,775996371
5953,775996372
5954,775996382
5955,775996383
5956,775996384
5957,775996386
5958,777
5959,777777000
5960,779956268
5961,779956269
5962,789444333
5963,794700000
5964,985120001
5965,985120002
5966,2
5967,203235000
5968,204206760
5969,204211000
5970,204212000
5971,204225000
5972,204226000
5973,204228000
5974,204232000
5975,204600002
5976,204600008
5977,204601240
5978,204811000
5979,204814000
5980,204835000
5981,204838000
5982,204862000
5983,205051000
5984,205054000
5985,205194000
5986,205197
5987,205309000
5988,205340000
5989,205351000
5990,205388000
5991,205395000
5992,205400000
5993,205420000
5994,205421000
5995,205430000
5996,205434000
5997,205440000
5998,205445000
5999,205450000
6000,205487000
6001,205526000
6002,205543000
6003,205547000
6004,205548000
6005,205549000
6006,205554000
6007,205558000
6008,205563000
6009,205566000
6010,205570000
6011,205571000
6012,205578000
6013,205586000
6014,205587000
6015,205588000
6016,205596000
6017,205602000
6018,205607000
6019,207029000
6020,207045000
6021,207046000
6022,207050000
6023,209000812
6024,209013000
6025,209017000
6026,209024000
6027,209028000
6028,209029000
6029,209034000
6030,209038000
6031,209051000
6032,209058000
6033,209063000
6034,209081000
6035,209086000
6036,209088000
6037,209089000
6038,209107000
6039,209108000
6040,209109000
6041,209110000
6042,209118000
6043,209121000
6044,209128000
6045,209135000
6046,209136000
6047,209154000
6048,209174000
6049,209182000
6050,209191000
6051,209209000
6052,209211000
6053,209225000
6054,209226000
6055,209229000
6056,209243000
6057,209263000
6058,209268000
6059,209270000
6060,209289000
6061,209294000
6062,209301000
6063,209317000
6064,209320000
6065,209323000
6066,209368000
6067,209369000
6068,209373000
6069,209393000
6070,209406000
6071,209409000
6072,209411000
6073,209428000
6074,209431000
6075,209433000
6076,209437000
6077,209439000
6078,209442000
6079,209445000
6080,209475000
6081,209485000
6082,209582000
6083,209586000
6084,209587000
6085,209595000
6086,209597000
6087,209604000
6088,209605000
6089,209611000
6090,209616000
6091,209619000
6092,209623000
6093,209632000
6094,209656000
6095,209665000
6096,209722000
6097,209733000
6098,209738000
6099,209752000
6100,209766000
6101,209774000
6102,209778000
6103,209785000
6104,209793000
6105,209817000
6106,209819000
6107,209863000
6108,209886000
6109,209906000
6110,209910000
6111,209911000
6112,209919000
6113,209922000
6114,209923000
6115,209933000
6116,209941000
6117,209949000
6118,209954000
6119,209963000
6120,209977000
6121,209981000
6122,209996000
6123,210047000
6124,210054000
6125,210057000
6126,210066000
6127,210071000
6128,210073000
6129,210077000
6130,210083000
6131,210089000
6132,210090000
6133,210104000
6134,210115000
6135,210117000
6136,210132000
6137,210137000
6138,210138000
6139,210139000
6140,210161000
6141,210177000
6142,210203000
6143,210219000
6144,210228000
6145,210234000
6146,210242000
6147,210243000
6148,210263000
6149,210272000
6150,210289000
6151,210291000
6152,210302000
6153,210308000
6154,210317000
6155,210325000
6156,210347000
6157,210348000
6158,210381000
6159,210410000
6160,210424000
6161,210439000
6162,210440000
6163,210458000
6164,210465000
6165,210473000
6166,210478000
6167,210479000
6168,210493000
6169,210514000
6170,210538000
6171,210549000
6172,210558000
6173,210581000
6174,210582000
6175,210584000
6176,210592000
6177,210617000
6178,210624000
